Unnamed: 0,title,text,latitude,longitude,city_text,date_posted,date_updated,price,deleted,sqft,bedrooms,bathrooms,pets,laundry,parking,craigslist,place,city,state,county,neighborhood
19758,"$2295 Bright, Open Space in the Midst of the Most Thriving Neighborhood ","QR Code Link to This Post
            
        
Bright, Open Space in the Midst of the Most Thriving Neighborhood
$2,295 | 990 Geary Street, San Francisco, CA 94109
$95 Move-In Special
With approved credit. First month's rent and $95 non-refundable bond fee required in lieu of security deposit. Offer ends October 31st, 2018. Lease must be signed by October 31, 2018. Resident is responsible for any damages to unit at move out.
Please call or email us with the following information: 
-NAME
-PHONE NUMBER
-EMAIL
NEIGHBORHOOD SPOTS
Scullery Cafe
Mensho Tokyo Ramen
Resolute Wine Bar
Elephant Sushi
Mr. Holmes Bakehouse
The Saratoga
Onsen Japanese Bathhouse
Edinburgh Castle Pub
Huxley
Great American Music Hall
TRANSPORTATION
Civic Center Bart/Muni Station
38 & 27 Bus Lines
Tech Shuttle Stop - Civic Center
PETS
Dogs Welcome
Cats Welcome
Pets (under 40lbs & no aggressive breeds) allowed at Resident Managers discretion
Pet rent is $40/mnth per pet
COMMUNITY
Courtyard
Elevator
Historic Building
Laundry Facilities
Public Transportation
Recycling
APARTMENT AMENITIES
Cable Ready
Dishwasher
Efficient Appliances
Gas Range
Hardwood Floors
High Ceilings
Refrigerator
Security Alarm
Window Coverings
LEASE TERMS
12 Month Lease
For your application to be processed, you must see the unit in person with one of our agents
All applications are transferable and only one application for all the RentSFNow apartments is required
RESOURCES
For other available apartments, visit http://craigslist.rentsfnow.com
We are an Equal Opportunity Housing Provider and follow all fair housing laws (U.S. Housing and Urban Development, www.hud.gov)show contact info
 | RentSFNow (Office: 724 Pine Street, San Francisco, CA 94108)",37.78591,-122.419604,downtown / civic / van ness,2018-10-14 12:43:14,,2295.0,False,,0.0,1.0,both,shared,none,sfbay_sfc,San Francisco,San Francisco,CA,San Francisco,downtown / civic / van ness
19759,$3300 bright remodel 2 bedroom 1 bath ,"QR Code Link to This Post
            
        
Full Remodel 
Basically EVERTHING IS NEW
Top Unit large Unit
This is a large unit
New FULL KITCHEN
Upgraded Stove
Stainless steel Frig
All polished finishing
Polished hardwood floors
New Modern bathroom
Garage
No Laundry but there are 2 close by
Close to SF STATE
Close to UCSF
Sorry NO Petsshow contact info",37.7593,-122.4836,inner sunset / UCSF,2018-10-11 18:10:23,,3300.0,False,,,,none,,garage,sfbay_sfc,San Francisco,San Francisco,CA,San Francisco,inner sunset / UCSF
19760,"$3595 / 2br - Bright, Second Floor, 2Bd/1Ba,  1 Block to USF ","QR Code Link to This Post
            
        
Quiet 10 unit building on quiet street
2 Large Bedrooms w/bay windows, 1 Bath
Second Floor Front Unit
All Double Pane Windows 
Hardwood Floors
Storage Closet
Laundry in Building
Sorry - No Pets 
1 Block to USF, 2 Blocks to Panhandle
Walk to market and Starbucks
Please call Marty @   show contact info
 or for an appointment to see",37.77446,-122.44951699999999,alamo square / nopa,2018-10-01 14:40:01,2018-10-13 18:10:02,3595.0,False,,2.0,1.0,none,shared,street,sfbay_sfc,San Francisco,San Francisco,CA,San Francisco,alamo square / nopa
19761,"$3595 / 2br - Bright, Second Floor, 2Bd/1Ba,  1 Block to USF ","QR Code Link to This Post
            
        
Quiet 10 unit building on quiet street
2 Large Bedrooms w/bay windows, 1 Bath
Second Floor Front Unit
All Double Pane Windows 
Hardwood Floors
Storage Closet
Laundry in Building
Sorry - No Pets 
1 Block to USF, 2 Blocks to Panhandle
Walk to market and Starbucks
Please call Marty @   show contact info
 or for an appointment to see",37.77446,-122.44951699999999,USF / panhandle,2018-10-01 14:40:30,2018-10-13 18:10:08,3595.0,False,,2.0,1.0,none,shared,street,sfbay_sfc,San Francisco,San Francisco,CA,San Francisco,USF / panhandle
19762,$850 / 1br - Bright & Spacious 1 Bedroom Apartment in inner sunset ,"QR Code Link to This Post
            
        
1 bedroom, living room, formal dinning room, kitchen with eating area, 1 washroom, enclosed sundeck - beautiful hardwood floors in living room, dinning room, parking - laundry room in basement with washer and dryer available",37.7593,-122.4836,inner sunset / UCSF,2018-10-15 12:30:54,,850.0,False,,1.0,1.0,none,shared,garage,sfbay_sfc,San Francisco,San Francisco,CA,San Francisco,inner sunset / UCSF
19764,"$3750 / 2br - BRIGHT SPACIOUS APARTMENT WITH VIEWS, PARKING & LAUNDRY ","QR Code Link to This Post
            
        

    
      Spacious Apartment with Views, Parking and Laundry 
    
  
  Property Address

2121 Turk Street #2 | San Francisco, CA 94115


  Available: Now

Offered By

George Goodwin Realty, Inc |  show contact info

Description
  
    FOR RENT: Spacious apartment with views and hardwood floors, in a quiet building centrally located on Turk St. near Lyon St. This apartment has a large living room with open access to an enclosed sun porch with views of San Francisco.  The apartment also has a nice, large deck off the middle of the unit. The updated kitchen provides stainless steel refrigerator and a stove/oven. Each bedroom has large windows allowing plenty of natural light. There is one bathroom with shower over tub. This is a unique unit and is a MUST SEE.
The building has an elevator and the apartment comes with parking for one car. Laundry is available on the premises. No pets. No smoking. Water and garbage are included in rent.
If you have any questions or would like to view this apartment, please call  show contact info
.
Thank you.
  

  Amenities
  Parking
      Elevator
      Coin Operated Laundry
  Details
  Beds/Baths: 2BD/1.0BA

  Rental Terms
  Rent: $3,750.00 

    
Available: Now
    
Application Fee: $25.00
    
Security Deposit: $5,625.00

  
Pet Policy
  Cats not allowed
      Dogs not allowed",37.778873,-122.44410800000001,USF / panhandle,2018-10-09 13:40:06,2018-10-15 10:17:36,3750.0,False,,2.0,1.0,none,shared,garage,sfbay_sfc,San Francisco,San Francisco,CA,San Francisco,USF / panhandle
19765,"$3600 / 2br - Bright, spacious flat ","QR Code Link to This Post
            
        
Spacious 2 bedroom 1 bathroom flat near Holly Park.  Large living room, separate dining room open to kitchen. Both bedrooms in rear of unit, away from street.  Larger bedroom has one closet, plus walkthrough dressing room with additional closet.  2 addtional hall closets.  Bathroom has tub and shower stall. New paint throughout, hardwood floors.  1 car tandem parking space in attached garage.
Richard J. Bocci Realtyshow contact info

BRE# 01391677",37.73537,-122.42470300000001,bernal heights,2018-10-10 13:46:12,,3600.0,False,,2.0,1.0,none,none,garage,sfbay_sfc,San Francisco,San Francisco,CA,San Francisco,bernal heights
19766,"$4200 / 3br - 1700ft2 - BRIGHT & SPACIOUS UPPER UNT w/parking, laundry & more ","QR Code Link to This Post
            
        
Bright & spacious 3BR 2BA, flat-like apartment in Inner Richmond, close to transportation, shops, markets & restaurants.  It is located on the upper floor of a well maintained 3-unit building, and it occupies the whole upper level on top of 2 unit below.  Unit has NEW carpet, NEW refrigerator & NEW toilets, high ceiling, huge living room w/large bay windows & wood-burning fireplace, large formal dining room, 3 large bedrooms, very good closets & 3 skylights.  Large kitchen is nicely tiled, and has gas stove, dishwasher, trash compactor, double oven & large breakfast area.  2 larger bedrooms overlooking the shared backyard, including master bedroom w/2 large closets and full bath.  Rent includes water, garbage & garage parking for 1 car.  Coined laundry in garage.  Over 1,700 sq. ft.  Conveniently located with easy access to downtown & financial districts, also very close to banks, public library, medical facilities including Kaiser Medical Center-French Campus.  
RENT:   $4,200 per month
TERMS:  1 year lease
AVAILABILITY:  Now
PETS:  No pets
FOR VIEWING, CALL OR TEXT GRACE @ show contact info
 (A NO-FEE REAL ESTATE AGENT), and provide some info regarding intended number of people, income and credit, as well as your cell number. Visit our website at http://www.saxerealestate.com",37.782702,-122.46977,inner richmond,2018-10-09 08:49:15,2018-10-12 11:17:45,4200.0,False,1700.0,3.0,2.0,both,shared,garage,sfbay_sfc,San Francisco,San Francisco,CA,San Francisco,inner richmond
19767,$2145 Bright Studio in Downtown ,"QR Code Link to This Post
            
        
Come home to this completely upgraded and remodeled private studio in Lower Nob Hil! This lovely apartment is available for immediate move in. It is a quiet block, yet has a fantastic access to boutiques, trendy restaurants and bars, as well as grocery stores, and only three blocks form Union Square! Immediate access to various MUNI lines seeking every direction in SF as well as a short 10 min walk to BART. The newly remodeled unit features stainless steel appliances, granite counters, hardwood floors and a large closet. 
Amenities:
-      Located at 545 O'Farrell Street
-	Pet friendly
-	Elevator
-	Laundry in the building
-	Private bathroom
-	Large Closet
-	Hardwood flooring
-	Shower over bathtub
-	Stainless steel appliances
Leasing terms:
-	One year lease
-	Security deposit: 1 month's rent
-	Income: 2x Rent
-	Proof of income is required
-	The unit doesn't come with parking
APPLICATION LINK: https://www.on-site.com/apply/company/39428
Easy to show so please email, call or text to schedule the viewing!
___________________________
Sanjita Boskolova | Leasing Agentshow contact info

Mosser Companies
www.mosserco.com
CaBRE 01341448 *We do business in accordance with the Federal Fair Housing Law*",37.785602000000004,-122.413198,lower nob hill,2018-09-13 00:28:07,2018-10-12 01:20:12,2145.0,False,,0.0,1.0,both,shared,none,sfbay_sfc,San Francisco,San Francisco,CA,San Francisco,lower nob hill
19768,$2200 / 480ft2 - ** Bright Studio in Downtown San Francisco close to USF And BART ** ,"QR Code Link to This Post
            
        
For more information or viewing the studio reply to sf_metropolis AT yahoo DOT com or call or text at  show contact info

Location: on the 600th block at O'Farrell Street San Francisco CA 94109
Area:                          480 sqft
Apt Type:                   Studio
Laundry:                    On-site (washers/dryers)
Lease:                         One year lease or flexible for visiting scholars or students.
Cable Ready
Fitness Center on-site.
Description: 
Downtown San Francisco studio close to public transportation, BART, restaurants, and theaters. Great views from the unit located in the 5th floor. The building has many amenities such as patio, fitness center, community room, balcony's views, Art-Deco details, and 24-hour guard security. This location is few blocks to BART, walking distance to Union Square, Financial District, SOMA, Whole foods, Trader Joe's, Walgreens, theaters,restaurants, grocery stores, cafes, post office, shops, Public Library, and one block from Lower Nob Hill.",37.7917,-122.4186,tenderloin,2018-10-02 22:04:02,2018-10-14 19:52:08,2200.0,False,480.0,0.0,1.0,none,shared,none,sfbay_sfc,San Francisco,San Francisco,CA,San Francisco,tenderloin
19769,$3025 Bright Studio with Views of the Bay ! ,"QR Code Link to This Post
            
        
 WELCOME HOME TO RINCON GREEN APARTMENTS FOR RENT IN SAN FRANCISCO  CALL:  show contact info
 x515 
  . Studio 1 Bath . 455 Sq.Ft * Unit 721 - Available 11/02/18  * Unit 742 - Available 11/08/18  Rincon Green Website: http://www.rincongreen.com/Address:  333 Harrison St San Francisco, CA 94105 Want more information? http://unit-availability.com/lead/201701852480/floorplan/2292325/1?extnId=8239941
 DESCRIPTION  Welcome home to Rincon Green Apartments in San Francisco California. The good life gets the green light at Rincon Green. This inviting community, sustainably designed by David Baker + Partners Architects, is located atop Rincon Hill, San Francisco's most vibrant and spirted address. Amenities include a community park, rooftop lounge with hot tub and grill, 24-hour fitness center, concierge and cyber café, on-site flex car, and panoramic city views.Please call for an appointment today. Online Leasing URL: http://www.rincongreen.com/onlineleasing.aspx  OFFICE   HOURS  Monday  9:00am to 6:00pm      Tuesday  9:00am to 6:00pm      Wednesday  9:00am to 6:00pm      Thursday  9:00am to 6:00pm      Friday  9:00am to 6:00pm      Saturday  9:00am to 6:00pm      Sunday  9:00am to 6:00pm     CALL US TODAY!  show contact info
 x515 Equal Housing Opportunity",37.78723,-122.391465,SOMA / south beach,2018-10-10 09:59:27,,3025.0,False,,0.0,1.0,none,in-unit,garage,sfbay_sfc,San Francisco,San Francisco,CA,San Francisco,SOMA / south beach
19770,$2800 / 1br - Bright sunny 1BR near transit ,"QR Code Link to This Post
            
        
This 1BR apartment is on the top floor of a four unit building, with an open floorplan and excellent light.  There is a bedroom, full living room, and kitchen/dining room with hardwood floors throughout.  Excellent commute located close to both Caltrain and BART, with easy north and southbound access.  Street permit parking is easily available.  Washer and Dryer onsite.  No pets allowed.
I am moving out of state and looking for a replacement on my lease.  The landlord is looking for a new 1 year lease, and my move-out date can be flexible.",37.780265,-122.40338700000001,SOMA / south beach,2018-10-07 12:24:51,2018-10-12 19:34:31,2800.0,False,,1.0,1.0,none,shared,street,sfbay_sfc,San Francisco,San Francisco,CA,San Francisco,SOMA / south beach
19771,"$3650 / 1br - Bright & sunny, renovated, top floor w views! ~ J.Wavro ","QR Code Link to This Post
            
        

   
     

           
      
         
            Please contact:
            Brian Brown
            show contact info

            show contact info

         
         
      
      
          
         
          
      
    
   San Francisco - Alamo Square / NOPA - Apartment for rent 
   
      
         
            Rent: $3650
            Bed / Bath: 1 / 1
            Type: Apartment 
            Term: 1 Year 
            Parking: Off Street 
            Parking Fee: $0 
         
         
         
            Pets:  No 
            View: Park 
            Floors: Hardwood
            Kitchen: Gourmet 
            Laundry: In Building 
            Outside area: None 
         
      
     
   
   
	This top floor apartment home has been fully renovated! The unit has the following features:
	- 1 bedroom, 1 bathroom
	- Top floor unit in a smaller building
	- Large dining room open to living room
	- Recently renovated kitchen with gas cooking, granite counters, and stainless steel appliances
	- Fully renovated bathroom
	- Amazing Alamo Park views!
	- Views of twin peaks from the gourmet kitchen
	- Abundant closet space
	- Huge windows, light and bright
	- Street parking only (at this time)
	- Coin operated laundry room in building
	- Walk score of 97 points! Walkers Paradise! (www.walkscore.com)
	- Enjoy easy transportation, great cafes, restaurants and Alamo Square park!!!
	Available now. Email or call for a showing!
	 

	 

	


	 

	


	 

	


	 

	


	 

	


	 

	
	
	
	Renters don't get frustrated -- get help!!   J. Wavro Associates also offers Rental Assistance services. I’ll be your chauffeur, your tour guide, and your agent, and I'll do it all in a day or two!   Ask me about it.
This is a non-smoking unit. Service or support animals which are necessary due to disability will be allowed. 
    Scott Street & Hayes st, San Francisco, CA 
         
      
   
   
      
             
         
      
   
   Brian Brown
            show contact info

            show contact info

         
         
         
      
   
   
      
         
            
         
      
      
         cl364789207398-0    BRE # 01810008 
      
	  
         Content and Images ©  2017 J.Wavro",37.775206,-122.43612900000001,alamo square / nopa,2018-10-11 12:25:58,,3650.0,False,,1.0,1.0,,shared,street,sfbay_sfc,San Francisco,San Francisco,CA,San Francisco,alamo square / nopa
19772,"$3650 / 1br - Bright & sunny, renovated, top floor w views! ~ J.Wavro ","QR Code Link to This Post
            
        

   
     

           
      
         
            Please contact:
            Brian Brown
            show contact info

            show contact info

         
         
      
      
          
         
          
      
    
   San Francisco - Alamo Square / NOPA - Apartment for rent 
   
      
         
            Rent: $3650
            Bed / Bath: 1 / 1
            Type: Apartment 
            Term: 1 Year 
            Parking: Off Street 
            Parking Fee: $0 
         
         
         
            Pets:  No 
            View: Park 
            Floors: Hardwood
            Kitchen: Gourmet 
            Laundry: In Building 
            Outside area: None 
         
      
     
   
   
	This top floor apartment home has been fully renovated! The unit has the following features:
	- 1 bedroom, 1 bathroom
	- Top floor unit in a smaller building
	- Large dining room open to living room
	- Recently renovated kitchen with gas cooking, granite counters, and stainless steel appliances
	- Fully renovated bathroom
	- Amazing Alamo Park views!
	- Views of twin peaks from the gourmet kitchen
	- Abundant closet space
	- Huge windows, light and bright
	- Street parking only (at this time)
	- Coin operated laundry room in building
	- Walk score of 97 points! Walkers Paradise! (www.walkscore.com)
	- Enjoy easy transportation, great cafes, restaurants and Alamo Square park!!!
	Available now. Email or call for a showing!
	 

	 

	


	 

	


	 

	


	 

	


	 

	


	 

	
	
	
	Renters don't get frustrated -- get help!!   J. Wavro Associates also offers Rental Assistance services. I’ll be your chauffeur, your tour guide, and your agent, and I'll do it all in a day or two!   Ask me about it.
This is a non-smoking unit. Service or support animals which are necessary due to disability will be allowed. 
    Scott Street & Hayes st, San Francisco, CA 
         
      
   
   
      
             
         
      
   
   Brian Brown
            show contact info

            show contact info

         
         
         
      
   
   
      
         
            
         
      
      
         cl364789207398-0    BRE # 01810008 
      
	  
         Content and Images ©  2017 J.Wavro",37.775206,-122.43612900000001,alamo square / nopa,2018-10-14 08:13:09,,3650.0,False,,1.0,1.0,,shared,street,sfbay_sfc,San Francisco,San Francisco,CA,San Francisco,alamo square / nopa
19773,$2800 Bright top-floor corner studio in a prime location. Parking available. ,"QR Code Link to This Post
            
        
Mazal55Properties

Representative photos are shown. They are of another apartment in the same building with an identical layout and similar finishes.


Details:

Large windows, sunny south-eastern exposure

Beautiful water and city views

Practical layout, with an alcove for a bed

Kitchen includes:
Dishwasher

Electric oven and range

In-sink disposal

Refrigerator


Mirror-door closet with built-in shelving

Bathroom with a sky light a shower-over-tub

Location:
Quiet, yet close to shops and restaurants on Fillmore Street

Close to Union Street

A few blocks away from Lafayette and Alta Plaza Parks

Close to public transportation lines

Easy access to the northbound 101 freeway

Other notes:
No pets

Parking is available in the building

The building has elevators, a laundry facility, and outdoor space

The included utilities are: water, sewer, and garbage

The minimum lease term is 12 months

Will be available from the second week of October

Contact information:

Mazal Bordo
Relocation Agent
CalBRE #: 01243370show contact info

www.mazal55properties.com",37.793525,-122.43410800000001,pacific heights,2018-09-30 13:42:20,2018-10-15 07:37:44,2800.0,False,,0.0,1.0,none,shared,garage,sfbay_sfc,San Francisco,San Francisco,CA,San Francisco,pacific heights
19774,$3895 / 2br - 1000ft2 - Bright Top Floor Inner Richmond Remodeled Apt w/ WD! ~ J.Wavro ,"QR Code Link to This Post
            
        

   
     

           
      
         
            Please contact:
            Deborah Brown
            show contact info

            show contact info

         
         
      
      
          
         
          
      
    
   San Francisco - Inner Richmond - Apartment for rent 
   
      
         
            Rent: $3895
            Bed / Bath: 2 / 1
            Type: Apartment 
            Term: 1 Year 
            Parking: Street 
            Parking Fee: $0 
         
         
         
            Pets:  No 
            View: Neighborhood 
            Floors: Hardwood
            Kitchen: Remodeled 
            Laundry: In Unit 
            Outside area: None 
         
      
     
   
   
   
      
         
            
	This is a fabulously remodeled top-floor unit with peek-a-boo views of the Golden Gate Bridge in a small building with a beautiful foyer located within walking distance of the park and de Young Museum. There are a number of excellent neighborhood restaurants and markets on nearby Balboa Street - all within walking distance. Excellent transit score with the 5 Fulton and the 28 buses only a block away. The Shuttle stops are located at Park Presidio and Geary Ave - just a few blocks away.

	 
	Photos are of a similar floor plan
	The apartment features the following:
	~  In unit washer and dryer
	~  Approximately 1,000 square feet
	~  Rent controlled
	~  Completely remodeled gourmet kitchen with stainless steel appliances and granite counter-tops featuring gas stove and dishwasher
	~  Hardwood floors and tiled kitchen and baths
	~  Top floor unit in a 3 story walk-up building
	~  Excellent natural lighting - northern exposure with great neighborhood view and peek-a-boo views of the GG Bridge
	~  Period details such as high ceilings and crown molding with all the modern upgrades
	~  Open floor plan - right off the kitchen
	~  Two bedrooms on the front side of the apartment with great closet space
	~  Remodeled bathroom with vanity sink and shower/tub combo as well as built-in linen closet
	~  Huge foyer at the entrance of the apartment
	~  Water, garbage and steam heating included in the rent
	~  Easy Street parking
	No Pets and No Smoking!
	Call or email today to view 
	 
This is a non-smoking unit. Service or support animals which are necessary due to disability will be allowed. 
    Cabrillo Street & 12th Avenue, San Francisco, California 
         
      
   
   
      
              
             
         
      
   
   Deborah Brown
            show contact info

            show contact info

         
         
         
      
   
   
      
         
            
         
      
      
         cl31122592012145-0    BRE # 01810008 
      
	  
         Content and Images ©  2017 J.Wavro",37.775077,-122.470298,inner richmond,2018-10-15 13:19:02,,3895.0,False,1000.0,2.0,1.0,none,in-unit,paid,sfbay_sfc,San Francisco,San Francisco,CA,San Francisco,inner richmond
19775,$3300 Bright Top Floor Spacious 2 bedroom 1 bath ,"QR Code Link to This Post
            
        
Full Remodel 
Basically EVERTHING IS NEW
Top Unit large Unit
This is a large unit
New FULL KITCHEN
Upgraded Stove
Stainless steel Frig
All polished finishing
Polished hardwood floors
New Modern bathroom
Garage
No Laundry but there are 2 close by
Close to SF STATE
Close to UCSF
Sorry NO Petsshow contact info",37.7593,-122.4836,sunset / parkside,2018-10-11 18:10:40,,3300.0,False,,,,none,,garage,sfbay_sfc,San Francisco,San Francisco,CA,San Francisco,sunset / parkside
19776,$2025 BRIGHT TOP FLOOR|2WEEKS FREE RENT!!|TXT Melody!|$1500 DEPOSIT Special! ,"QR Code Link to This Post
            
        
Please Contact:  Melody Simpson @ show contact info
 to Request a Showing!
2 WEEKS RENT FREE and $1500 DEPOSIT SPECIAL!
Welcome to 954 Geary
954 Geary is located at 954 Geary Street, San Francisco, CA and is managed by The Prado Group, a reputable property management company with verified listings on RENTCafé. 954 Geary Offers Studio to One apartments ranging in size from 332 to 508 sq. ft. Amenities include Refrigerator, Window Coverings, Hardwood Floors, Elevator, and more. This rental community is pet friendly, welcoming cats, and is located in the 94109 ZIP code.
Community Amenities
Elevator
Apartment Amenities
Hardwood Floors
Refrigerator
Window Coverings
Furnished Gas Range
Pet Policy
Cats - 2 allowed, Max weight 25 lb each, Rent $50.00, Deposit $500.00
Comments: Each cat requires a $500 pet deposit. Maximum two cats. We reserve the right to change our pet policy at any time.
Units move FAST!  Pictures may be of a similar unit and pricing can change without notice.  Pricing and Availability will be confirmed with Melody prior to time of showing.  Thank you!",37.785893,-122.41973899999999,tenderloin,2018-10-08 08:46:03,2018-10-13 10:58:08,2025.0,False,,0.0,1.0,both,shared,none,sfbay_sfc,San Francisco,San Francisco,CA,San Francisco,tenderloin
19777,$2700 / 1br - BRIGHT UNIT IN GREAT LOCATION. ,"QR Code Link to This Post
            
        
Charming, bright, and quiet 1 bedroom/1 bathroom apartment between  convenient Geary Blvd and Clement Street in the Richmond District.

Double parlor floor plan with solid bi-fold doors separating the living room and spacious bedroom. Spacious eat-in kitchen with 2 large windows for maximum light. 
Bathroom features a shower over tub and built in linen closet with shelfs.

 Large entry closet provides ample storage.

  As you may already know, this area is filled with various restaurants, bars and shops.

 Walk score :  94! = ""Walker's Paradise --daily errands do not require a car."" (www.walkscore.com)

  The best produce market is only 2 blocks away. Farmers market is held every Sunday,1 block away.

  Laundromat  around the corner on Clement Street.
Excellent public transportation within a block (Bus # 38, 33, 31,2,1......).

  Rossi Park, Pool and Playground are also only 2 blocks away. Use the tennis courts, swim, play basketball or baseball.

  Golden Gate Park is also a full of entertainment and space to run, jog, and etc.

  Apartment is on the 2nd floor of a 4-unit, Edwardian building.

  Sorry, Smoking and Pets are not allowed. Street parking.

   Rent: $2,700 per month. Tenant pays utilities (except water). 

   Refundable Security Deposit: $4,050 (1.5 x Rent)

   Lease: One year lease required. 
To be considered, each proposed tenant must submit:

(1) a completed rental application, available via e-mail.

(2) a complete, recent credit report showing credit score; and

(3) proof of income for past 3 months (and or offer letter from employer).

Qualified applicants who submit the above-requested information at the showing will be given priority consideration.

    
Contact:

For inquiries and or an appointment, please reply to the above CL e-mail ("" ATTN: 2nd Ave. "") and provide brief info on the proposed tenant(s). 
Marina 
 show contact info",37.782177000000004,-122.459956,inner richmond,2018-10-13 01:05:46,2018-10-13 01:09:57,2700.0,False,,1.0,1.0,none,none,street,sfbay_sfc,San Francisco,San Francisco,CA,San Francisco,inner richmond
19778,$2600 / 1br - 650ft2 - Bright unit with custom design ,"QR Code Link to This Post
            
        
Light, Bright and in Immaculate condition. Totally Remodel 2 years ago. Newer Hardwood floors, Kitchen and Bathroom. 
Custom Design Tiger skin kitchen cabinets. Large Master bedroom. Central location.Walk to bus stop or downhill to Downtown, financial district, Chinatown, bus stop, and Russian Hill. Walk to shops and eateries.",37.8002,-122.4091,nob hill,2018-10-13 04:59:09,,2600.0,False,650.0,1.0,1.0,both,shared,garage,sfbay_sfc,San Francisco,San Francisco,CA,San Francisco,nob hill
19779,$2775 / 1br - 700ft2 - BRIGHT UPDATED Pacific Heights/Lafayette Park1BR/1BA Pac Apt Avail NOW ,"QR Code Link to This Post
            
        

    
      BRIGHT UPDATED Pacific Heights/Lafayette Park1BR/1BA Pac Apt Available NOW
    
  
  Property Address

1855 California St - 2 | San Francisco, CA 94109


  Available: Now

Offered By

Bay Property Group |  show contact info

Description
  
     **PLEASE CONTACT US TO SCHEDULE A VIEWING**  
This BRIGHT 1BR/1BA apartment, is 2 blocks from Polk Gulch and 5 blocks from Fillmore district, with refinished hardwood floors,, has a new home look and feel with classic molding and trim throughout and is AVAILABLE NOW.
Refinished hardwood floors
Original molding/trim throughout - classic 1920s look and feel
New paint throughout
New Appliances
New fixtures
Radiator heat throughout
Plenty of storage
Backyard patio access
Laundry in building available
1 car garage parking available for additional fee
MUNI BUS
1 California 1 block
47 Van Ness 1 block
49 MIssion-Van Ness 1 block
10 Townsend 2 blocks
19 Polk 2 blocks
2 Clement 5 blocks
3 Jackson 5 blocks
22 Fillmore 5 blocks
Walking distance to shops, restaurants, cafe's, nightlife, parks:
Van Ness Ave -1 block
Whole Foods Market - 1 block
Polk Gulch -2 blocks
Lafayette Park -1 blocks
Fillmore St -5 blocks
Lower Nob Hill -5 blocks
WalkScore 97!! 
https://www.walkscore.com/score/1855-california-st-san-francisco-ca-94109 
Owner pays water/trash. Tenant pays all other utilities
Address: 1855 California St. San Francisco, CA 94109
Cross Streets: California/Franklin
Please view our additional listings at: http://baypropertygroup.com/vacancies
  


  Details
  Beds/Baths: 1BD/1.0BA
      Square Feet: 700

  Rental Terms
  Rent: $2,775.00 

    
Available: Now
    
Application Fee: $35.00
    
Security Deposit: $3,700.00",37.790045,-122.424879,pacific heights,2018-09-12 09:18:37,2018-10-15 09:09:33,2775.0,False,700.0,1.0,1.0,none,shared,garage,sfbay_sfc,San Francisco,San Francisco,CA,San Francisco,pacific heights
19780,"$1850 / 500ft2 - BRIGHT, VERY NICE RICHMOND STUDIO ","QR Code Link to This Post
            
        
GREAT, GOOD LOCATION STUDIO AT 745 43RD AVENUE.  UNIT # 4 IS ON THE FIRST FLOOR ABOVE THE LOBBY IN THE FRONT OF THE BUILDING.
Apartment has a large (16' x 13') main room with double pane windows and a 9' high ceiling.  Large walk-in closet is 5' x 7' and there is still another hall closet.
Kitchen is in a separate room with refrigerator, gas stove, exhaust fan, sink with counter top space, lots of cabinets and an eating area with room for a table and chairs.
Bathroom has a shower over the tub.  Vanity has a light bar and mirrored cabinet over the sink.
Hardwood floors.  Building is cable ready.  There is a laundromat conveniently on the corner of the block.
Close to a SAFEWAY and MUNI line.  Street parking only.  NO PETS NOR SMOKERS PLEASE.
Utilities included in the rent are water and garbage.  Tenant pays own metered PG&E bill.
Apartment is available for occupancy as of  November 1, 2018.  Security Deposit will be 1.5 times rent which equals $ 2775.00 and a 12 month lease is required.
Please call AL CASSENS on   show contact info
  to schedule a showing of this very nice apartment or for further information.  PLEASE DO NOT TEXT, JUST CALL ON CELL PHONE SO THAT I CAN SPEAK WITH YOU DIRECTLY AND IMMEDIATELY.
PLEASE BRING A COPY OF YOUR CURRENT CREDIT REPORT FOR US IF YOU HAVE ONE.   WE ALSO NEED PROOF OF YOUR EMPLOYMENT INCOME.",37.774583,-122.503684,richmond / seacliff,2018-10-12 13:53:35,,1850.0,False,500.0,0.0,1.0,none,none,street,sfbay_sfc,San Francisco,San Francisco,CA,San Francisco,richmond / seacliff
19781,$4800 / 3br - 1500ft2 - Brightly remodeled 3 Bedrooms 2 Baths + office  Apt. ,"QR Code Link to This Post
            
        
Remodeled 3 Bedrooms 2 Baths + office
2 Deck one in front one in rear
Hardwood floor 
Walk to GG Park
Living room with fireplace",37.773446,-122.47673300000001,inner richmond,2018-10-09 18:04:38,,4800.0,False,1500.0,3.0,2.0,none,shared,none,sfbay_sfc,San Francisco,San Francisco,CA,San Francisco,inner richmond
